Klf6
Ldhc
Arfip2
Tpp1
Zp2
Pdilt
D7Ertd443e
Usp9x
Stk33
Rbm10
Cdk16
Rbmx
Pim2
Wdr13
Otc
Asb12
Btk
Phka2
Pdha1
Rps4x
ENSMUSG00000031325
Flna
Rbbp7
Ap1s2
Asb9
Hcfc1
L1cam
Mpp1
Grk1
Gas6
Adrb3
Ankrd10
mCG_11183
Polb
Adam18
Adam3
Fgfr1
Rbpms
Pcm1
Fgf20
Iqcm
Slc25a4
Anxa10
Pdlim3
F11
Tnpo2
Mylk3
Dnaja2
Hp
Ces1f
Pmfbp1
Ist1
Irx5
Cog4
Herpud1
Polr2c
Pgls
Slc27a1
Mbtps1
Rab3a
Mau2
Atp13a1
Cdh16
Gpr83
Taf1d
Ldhd
Aplp2
ENSMUSP00000034483
Dcun1d5
Sc5d
Crtam
Rexo2
ENSMUSG00000032048
Ppp2r1b
Tagln
Ddx6
Hyou1
Mcam
Kank2
Aqp9
Nedd4
Tle3
Fbxo22
Nptn
Tpm1
Plod2
Dpp8
Syncrip
Slc25a36
Rpsa
Nktr
Amotl2
Trak1
Ephb1
Rbm5
Mst1r
Ip6k1
Nicn1
Amt
Klhdc8b
Flcn
Atxn2l
mCG_141039
Inppl1
Mctp2
Alas1
Alox12b
Cyp2c38
Pkd1
Arhgef17
Fbxo21
Inha
Mycbp2
ENSMUSG00000033015
Cdo1
1700028P14Rik
Pygb
Hsd17b3
Gm5134
Ttll4
Kctd17
Gstt2
Tnxb
Ipo13
Atp6v0b
Clasp2
Armcx2
Armcx1
Ppip5k1
Idua
Apol6
Clec18a
ENSMUSG00000033705
Adra2a
Vav3
Mtss1l
Clcnka
Pla2g4c
Klf9
Ccp110
Mga
Tnks1bp1
Myrfl
Hdlbp
Ccs
Cipc
Lrrc58
Ogt
Zfc3h1
Sept14
Golgb1
Hdac11
Senp6
Setd5
Med13
Tmem132d
Kif4
Slc26a2
Wbp2
Mtmr3
Tulp4
Pkd1l2
Uroc1
Zfp395
Pik3ip1
Gpatch8
Galp
Grn
Tmub2
BC030867
Art3
Fam214a
Pip5k1c
Rnf44
Cebpa
Vat1
Htr2a
Zbtb7a
Nek11
Dcbld2
Nlrp2
Hectd1
Hpse
Plekhj1
Vps13c
Sec31a
Lzts2
Pcsk7
Slc25a21
Plk5
Eif1
Ccdc180
Prpf39
Thrsp
Dagla
Dync1li2
R3hdm4
Acta2
Pim3
Palm
Tmem55b
Ddx26b
Rusc2
Fam122c
1810046K07Rik
Sugp2
N28178
Slc17a2
Cd200r3
Hist1h1c
Rif1
Trpm8
Gpi1
Calm2
Sbf1
Fxyd1
Eepd1
Clcn7
Tubb4b
Kcnk9
Amdhd2
Lpar3
Mcoln3
Fzd8
Trim3
Otud4
Tenc1
Paip2
Sh3glb1
Scd1
Sik2
Ppp1r14a
Mxd4
Aldh3b3
Rsrp1
Kiaa1109
Larp1
Hrh4
Tulp1
Dtl
Slc2a12
Prss40
Bclaf1
Cldn11
Armc3
Ahdc1
Tecta
Cd81
Fam13a
Ccdc33
Eef1a1
Slc16a9
Pced1a
Phf12
Fam76b
Rtkn2
Nufip2
Ndufv1
Bank1
Inpp4b
Crp
Zc3h7a
Ccdc129
Wnk2
Fam120a
Kmt2c
Mturn
Atp13a4
Sbno1
Snrk
Ormdl3
Prdm1
Chpf2
Aox4
Txlng
Ncoa6
Pmepa1
Scaf1
Cdc16
Mllt6
Tmem255b
Ptov1
BC021785
Ubn2
Bpifb5
Nfe2l1
Cyp3a16
Arfrp1
Txndc8
Fam63a
Mboat1
Wdr26
Kpna7
Ost4
Man2a2
Irs2
Dido1
Pdk2
Ppp1r9b
Cables2
Adrm1
Ss18l1
Gipc2
Cdh26
Eltd1
Tekt5
Rlbp1
Srrm2
Vstm2b
Npepl1
Pcsk1n
Spata16
Ankar
Picalm
Ubn1
Tnrc18
Cntn5
Ppp2r4
mCG_15536
Ubald1
Myo9a
Hnrnpu
Coro7
Mrpl12
Slc7a12
Slc6a5
Ypel5
Arhgap29
Tmem120a
Cited2
Ccdc67
Cbx4
Fkbp6
Ndufb10
Tnni3k
Zmym5
Sdr9c7
Alkbh3
Prrc2c
Fgfr1op2
Lrp1
Mars
Ufl1
Cacng5
Ppp1ca
Dgkz
Lrrc52
Ltbp4
Chrm4
Igsf23
BC018242
Cyp2b13
Mael
Cyp2b23
Nup88
Hnrnpul1
Rnf167
Appl1
Ttc3
Agbl2
Six5
Gfer
Tet2
Slc22a2
Sun3
Mill2
Ramp3
Nbl1
Zmiz2
Gpr110
Cftr
Pcf11
Wapal
Pik3r1
Tardbp
Cacna2d4
Kif14
Hspb8
Fmod
Sepw1
Prelp
Ccdc74a
Pnpla3
Plekha6
Mapk1ip1
Gck
Phlda3
Rpl37
Smek1
Tcf20
Mcm3
Git2
Foxn4
Acacb
Zfp386
Dao
Dmgdh
Msantd2
Klhl23
Cmklr1
Pglyrp3
Adrbk2
Pglyrp4
Slc26a9
Ubash3a
Frem3
ENSMUSG00000042360
Dennd4b
Reln
Usp22
Klhl14
Sun2
Nek10
Cux2
Tfap2d
Atxn2
Ypel3
Dhx9
Gm15800
Lgr6
Flt3
Wdr63
Ccdc63
Disc1
Usp17le
Nrac
Tmem212
Gm1840
Trim56
Mei4
Fbrsl1
Usp48
ENSMUSG00000043483
Npsr1
Fem1a
Capn13
ENSMUSG00000043747
Pkhd1
Trem4
ENSMUSG00000043993
Muc19
Irf2bp1
Fam109a
Vsig4
Cnr1
Ubr3
Marveld1
Slc15a5
ENSMUSG00000044471
Rps2
Cnpy1
Tmem201
Erich5
Hjurp
Setd2
Oxgr1
Lemd2
Rassf9
Wdr72
Megf8
Ccdc73
Insig1
Fndc7
Wdr81
Trrap
Pnoc
B230219D22Rik
Whamm
Zfp36l2
Ccdc9b
Npas4
ENSMUSP00000058153
Wnk1
Eif4g1
Rp1l1
Ppp1r15b
4931422A03Rik
Gldn
Scand1
ENSMUSG00000046242
Tusc5
Zfp62
Slc25a23
Fam178b
ENSMUSG00000046415
Hnrnpa1
Scn4b
Arsj
Hrk
Oacyl
Pkd1l1
Cxxc5
Chtf8
Epm2aip1
Slc39a3
Gpr1
Zfp740
BC053393
Catsperb
Zfp445
Cldn14
Khnyn
Irs3
BC048546
Ptgs1
Kcnv2
ENSMUSG00000047324
Gm973
Zfp768
Ctdspl
Fbxo30
Rps8
Sned1
Pygo2
A4galt
Ankrd16
Rgmb
Arf1
Rbm15
Nat8l
Gpr85
Amigo2
Rbm33
Zbtb8b
Nrip1
Fbxl13
Phldb1
Nog
Hoxb3
Skint10
Vstm2a
Arhgap30
Hexim1
Nr1h5
ENSMUSG00000048949
Acap2
Pcdh10
Myoz3
Gm9833
Smcr8
Aff4
Espnl
Cdc42ep1
Spatc1
Zbtb5
Zfp646
Tmsb4x
Fzd4
Ceacam19
Vcpkmt
Rasd1
Skint9
Bpifc
Ubqln2
Synpo2
Enthd1
Gm9845
Htr5b
Adra1b
Zfp831
Ftl1
AI314180
Fgf4
AY358078
Lin28a
Serpinb1b
Commd3
Nyx
Gm6563
Cacna1c
Ywhag
Ufsp1
Mafg
ENSMUSP00000096056
Ccnb3
Treml4
Pcbp1
ENSMUSG00000051832
Samd7
Igfn1
Ppp1r36
Gm9871
Ostn
Ppp6r1
1700024B05Rik
Zdhhc19
B630019K06Rik
C130026I21Rik
Adarb2
Jun
Tnrc6a
ENSMUSP00000063950
Nrk
Dnah6
Lamb2
Bpi
Cpvl
Gas1
2700081O15Rik
Myh7
Gpr141
Spag16
Cdh22
Ceacam3
D10Jhu81e
ENSMUSG00000053332
Tarm1
Trim50
Mapk14
Adamts19
Kdm3a
Sh3pxd2a
Gpr112
Srcap
Ech1
Mat2a
Stum
Lgals4
Pde5a
Tmem179
Olfr24
Rhob
Mdm4
Aes
Cggbp1
Mettl7a1
Mmrn1
Zfp869
Zfp182
AU018091
Actn4
Cyp2c50
Nfic
Ddx17
Mrfap1
Tns1
Slc6a2
Rnf212
ENSMUSP00000065283
Map6
Srsf11
ENSMUSP00000066655
Vmn2r81
Timd4
Spink5
Hmcn2
Zzef1
Klhl26
Ghr
Per2
ENSMUSG00000055958
Skint4
Irs1
Pla2g4a
Adap1
Cd248
ENSMUSG00000056579
Fry
Fkbp2
Chst13
Kdm5d
Tsnax
Zfp663
Pcbp2
Gadl1
mCG_12159
Acbd4
Tatdn2
Ces1d
Fam47e
Ces1g
Gja5
Gsk3a
Aadat
Sphk2
Phex
Lgals8
Zfp746
Gm10030
Zfp329
Skint11
Ces5a
Gstm1
Serpina9
Rpl5
Rpl30
Egln2
Cd300c
Thra
Deaf1
ENSMUSG00000058934
Tex48
Grin2a
Hnrnpa3
Fcgr4
Lrrc74
Zfp945
Il1rapl2
Hnrnpm
Actg2
Max
Olfr286
Arhgef12
Fbxw26
Eif4a1
Dbp
Tmem40
Mug1
Ntm
Chpt1
Rpl3
Alox5ap
Gtf2i
Sp7
mCG_117906
Tmc2
Nlrp9b
Cyp2c70
Marf1
ENSMUSG00000060680
Cyp4f39
Tmprss11c
Sfmbt2
Cyp3a59
Ddhd2
Naca
Tmem236
Gpr114
U2af1
Fbxw20
Cfd
Armc4
Tbpl2
Myl1
Ssbp3
Rbak
Slc25a3
Gmfb
Abca14
ENSMUSG00000062036
Trim54
Rai1
Erbb4
Fbxw24
Serpinb2
Otof
Fabp4
Cys1
Mysm1
Rpl7a
Ei24
Kcnc3
4833420G17Rik
Actg1
Klhl24
Hdac10
Cfl2
Mapk3
Kif1b
Ldha
Bcl9l
Lrrc43
Wscd2
Syne2
Rps15
Aox1
Slc22a28
Zbtb18
Chchd1
Gm7964
Brpf3
Mocs1
Ifi27
Gsdma3
Cntn4
Zpld1
ENSMUSG00000064899
ENSMUSG00000064941
ENSMUSG00000064945
ENSMUSG00000065037
ENSMUSG00000065126
ENSMUSG00000065176
ENSMUSG00000065445
ENSMUSG00000065592
Ubr4
Hnrnpr
Cyp4a12a
Numa1
Msl2
4931406P16Rik
Rnasel
Fbxl12
Tmem211
Serpinb7
Serpinb5
Cntnap5b
Cnga1
Cyp2c54
H2-Eb2
Klri1
Mageb18
Slc22a27
Gbx1
Clec4b2
Blcap
Myl9
ENSMUSG00000067835
Arfgef1
ENSMUSG00000067869
Tcp1
Mei1
Csnka2ip
Lgals1
Slc4a5
Tlx2
Gm7247
Gmnc
Uty
Zfp467
Flnc
Cry2
Csde1
Sp9
Ssb
Ddx3y
Eif2s3y
Dazap1
Marcks
Msi2
Nlrp1a
Ahnak
4930438A08Rik
Ces3a
Fat1
Rnf213
Ampd1
Cyp3a57
Serpinh1
Mesdc1
Wfdc8
Gm572
Lactbl1
Htr1d
Ugt2b36
Pla2g4d
Tmem200b
Dgkd
Psg27
Pnmal2
Sult2a6
Sult2a2
Zfp804a
Klhl9
Sdr16c6
Jund
Ganab
Apol7e
Ppia
Tuba1a
Als2cr11
Mroh5
Ear1
ENSMUSG00000072660
Spef2
Ugt3a1
ENSMUSG00000072679
Smim10l1
ENSMUSG00000072753
Acrbp
Vmn2r27
Vmn2r24
Abcb5
Cep170b
ENSMUSG00000072874
Nup62cl
ENSMUSG00000073045
ENSMUSG00000073051
ENSMUSG00000073067
Trim40
Sh2d1b2
Spink13
Ppp1r12b
Rpl31
Gm6471
Nps
ENSMUSG00000073821
ENSMUSG00000074071
Mrgprx2
mCG_17678
ENSMUSG00000074146
ENSMUSG00000074164
Gm6289
Adh6b
ENSMUSP00000120285
ENSMUSG00000074235
Peak1
Ehd2
Gm10684
ENSMUSG00000074388
Pate2
ENSMUSG00000074465
ENSMUSG00000074555
Gm16527
Ankub1
Arhgap40
Sirpb1c
ENSMUSG00000074733
Thbd
Atxn7l3b
Sel1l2
Ankef1
ENSMUSG00000074783
Arrdc3
Ranbp6
ENSMUSG00000074918
Fads2p1
Rc3h2
A630010A05Rik
Fnbp1
Defb30
Wfdc3
Klhdc7a
ENSMUSG00000078247
Ctdsp2
Gm13235
Gm13212
Gm13225
ENSMUSG00000078531
Cyp4a12b
Skint5
Trim30c
ENSMUSG00000078618
Smarcd2
G6pc
Aoc2
9530053A07Rik
Gm9733
Zfp541
Fam186b
Gm12169
Cdc20b
Wfdc11
Naip2
Ifi27l2a
Adam34
Jrkl
ENSMUSG00000079139
Trim71
Gm6614
4932414N04Rik
ENSMUSG00000079357
mCG_21268
Neu2
Prdm12
Med12
Gm364
ENSMUSG00000079604
Gm595
ENSMUSG00000079671
Spaca6
ENSMUSG00000080705
ENSMUSG00000080880
ENSMUSG00000081506
Slc48a1
ENSMUSG00000081752
ENSMUSG00000081871
ENSMUSG00000082119
ENSMUSG00000082454
ENSMUSG00000083161
Ctsf
ENSMUSG00000083367
ENSMUSG00000083443
ENSMUSG00000084286
ENSMUSG00000084787
ENSMUSG00000084825
ENSMUSG00000084829
ENSMUSG00000084861
ENSMUSG00000084907
ENSMUSG00000084918
Gm5724
Gm5577
Crocc2
ENSMUSG00000085022
ENSMUSG00000085028
ENSMUSG00000085070
ENSMUSG00000085071
ENSMUSG00000085101
ENSMUSG00000085120
ENSMUSG00000085141
ENSMUSG00000085151
ENSMUSG00000085157
ENSMUSG00000085183
ENSMUSG00000085252
ENSMUSG00000085257
ENSMUSG00000085271
ENSMUSG00000085348
ENSMUSG00000085351
ENSMUSG00000085396
ENSMUSG00000085431
ENSMUSG00000085452
ENSMUSG00000085488
ENSMUSG00000085560
ENSMUSG00000085573
ENSMUSG00000085591
ENSMUSG00000085600
ENSMUSG00000085631
ENSMUSG00000085634
ENSMUSG00000085680
ENSMUSG00000085691
ENSMUSG00000085711
ENSMUSG00000085790
ENSMUSG00000085794
ENSMUSG00000085804
ENSMUSG00000085820
ENSMUSG00000085860
ENSMUSG00000085864
ENSMUSG00000085866
ENSMUSG00000085875
ENSMUSG00000085909
ENSMUSG00000085911
ENSMUSG00000085938
ENSMUSG00000085940
ENSMUSG00000086007
ENSMUSG00000086025
ENSMUSG00000086035
ENSMUSG00000086043
ENSMUSG00000086080
ENSMUSG00000086136
ENSMUSG00000086152
ENSMUSG00000086157
ENSMUSG00000086162
ENSMUSG00000086166
ENSMUSG00000086175
ENSMUSG00000086181
ENSMUSG00000086249
ENSMUSG00000086251
ENSMUSG00000086269
ENSMUSG00000086336
ENSMUSG00000086349
ENSMUSG00000086353
ENSMUSG00000086355
ENSMUSG00000086427
ENSMUSG00000086441
ENSMUSG00000086474
ENSMUSG00000086496
ENSMUSG00000086509
ENSMUSG00000086592
ENSMUSG00000086649
ENSMUSG00000086650
ENSMUSG00000086686
ENSMUSG00000086748
ENSMUSG00000086756
ENSMUSG00000086762
ENSMUSG00000086782
ENSMUSG00000086804
ENSMUSG00000086807
ENSMUSG00000086831
ENSMUSG00000086899
ENSMUSG00000086975
ENSMUSG00000086980
ENSMUSG00000087022
ENSMUSG00000087028
ENSMUSG00000087095
ENSMUSG00000087097
ENSMUSG00000087168
ENSMUSG00000087172
ENSMUSG00000087180
ENSMUSG00000087190
ENSMUSG00000087197
ENSMUSG00000087226
Gm1305
ENSMUSG00000087306
ENSMUSG00000087318
ENSMUSG00000087338
ENSMUSG00000087381
ENSMUSG00000087382
ENSMUSG00000087445
ENSMUSG00000087475
ENSMUSG00000087559
ENSMUSG00000087587
ENSMUSG00000087614
ENSMUSG00000087618
ENSMUSG00000087640
ENSMUSG00000087658
ENSMUSG00000087659
ENSMUSG00000087679
ENSMUSG00000088252
ENSMUSG00000088789
ENSMUSG00000089235
Agxt2
Skint1
ENSMUSG00000089787
Uckl1
Fbxo24
ENSMUSG00000089991
ENSMUSG00000090063
ENSMUSG00000090087
Gm14399
Abhd12b
Tepp
Dthd1
Vmn2r79
Vmn2r94
Sfta2
Vmn2r109
Vmn2r60
Gm765
Olfr111
Gm6871
Vmn2r63
ENSMUSG00000090773
Myl6
Gm17673
Vmn2r61
ENSMUSG00000090981
Vmn2r115
Col6a5
Vmn2r83
Vmn2r117
ENSMUSG00000091412
Ak9
Skor2
Vmn2r23
Vmn2r95
Vmn2r13
Vmn1r69
Siah3
Vmn2r80
Vmn2r16
Kcnb2
Zfp804b
Vmn2r90
ENSMUSG00000092203
Gm2381
ENSMUSG00000092274
ENSMUSG00000092328
ENSMUSG00000092375
Fam71e2
ENSMUSG00000092545
ENSMUSG00000092600
Scnm1
ENSMUSG00000093493
ENSMUSG00000093533
ENSMUSG00000093658
ENSMUSG00000093675
ENSMUSG00000094002
ENSMUSG00000094068
ENSMUSG00000094152
ENSMUSG00000094274
ENSMUSG00000094377
Muc3a
Vmn2r101
Topaz1
Vmn2r111
Ccdc85b
Edaradd
ENSMUSG00000095123
Gm5709
ENSMUSG00000095279
ENSMUSP00000137308
ENSMUSG00000095590
Sirpb1a
Vmn2r53
Syne1
Gm21830
ENSMUSG00000096243
Gm7697
Gm21976
ENSMUSG00000096349
Gm21992
ENSMUSG00000096401
Gm9825
Fam240b
ENSMUSG00000096544
Erdr1
ENSMUSG00000096918
ENSMUSG00000096929
ENSMUSG00000096958
ENSMUSG00000096988
ENSMUSG00000097009
ENSMUSG00000097010
ENSMUSG00000097026
ENSMUSG00000097059
ENSMUSG00000097071
ENSMUSG00000097107
ENSMUSG00000097124
ENSMUSG00000097125
