,genes,proteins
4800,ENSG00000103460,"['ENSP00000219746', 'ENSP00000385705', 'ENSP00000457401', 'ENSP00000463843']"
4801,ENSG00000089094,"['ENSP00000366269', 'ENSP00000366271', 'ENSP00000398279', 'ENSP00000437497', 'ENSP00000437821', 'ENSP00000438138', 'ENSP00000440373', 'ENSP00000440942', 'ENSP00000442293', 'ENSP00000443052', 'ENSP00000444846', 'ENSP00000445102', 'ENSP00000474307', 'ENSP00000480847']"
4802,ENSG00000116133,"['ENSP00000360316', 'ENSP00000416585', 'ENSP00000440191', 'ENSP00000497084', 'ENSP00000497559', 'ENSP00000497612', 'ENSP00000498012', 'ENSP00000498045']"
4803,ENSG00000100060,"['ENSP00000349490', 'ENSP00000389274', 'ENSP00000394081', 'ENSP00000407094', 'ENSP00000407110', 'ENSP00000413855', 'ENSP00000414222', 'ENSP00000414342']"
4804,ENSG00000183434,ENSP00000385461
4805,ENSG00000187840,ENSP00000340691
4806,ENSG00000205884,ENSP00000371644
4807,ENSG00000204278,"['ENSP00000402790', 'ENSP00000447766', 'ENSP00000466430', 'ENSP00000466793', 'ENSP00000513302', 'ENSP00000513303']"
4808,ENSG00000156831,"['ENSP00000287437', 'ENSP00000428846', 'ENSP00000429014', 'ENSP00000429383', 'ENSP00000429612', 'ENSP00000430313', 'ENSP00000430668', 'ENSP00000431002', 'ENSP00000478256', 'ENSP00000481615']"
4809,ENSG00000119231,"['ENSP00000327197', 'ENSP00000390231', 'ENSP00000396927', 'ENSP00000405663', 'ENSP00000415227']"
4810,ENSG00000185052,ENSP00000333519
4811,ENSG00000138798,"['ENSP00000265171', 'ENSP00000421384', 'ENSP00000424316', 'ENSP00000498337']"
4812,ENSG00000077522,"['ENSP00000355537', 'ENSP00000443495', 'ENSP00000498348', 'ENSP00000498364', 'ENSP00000498394', 'ENSP00000498677', 'ENSP00000498896', 'ENSP00000498926', 'ENSP00000506961', 'ENSP00000507913']"
4813,ENSG00000175130,ENSP00000362638
4814,ENSG00000133104,"['ENSP00000347314', 'ENSP00000406061', 'ENSP00000414147', 'ENSP00000473599', 'ENSP00000497209']"
4815,ENSG00000147614,"['ENSP00000285393', 'ENSP00000428382', 'ENSP00000429731']"
4816,ENSG00000140367,"['ENSP00000267938', 'ENSP00000400960', 'ENSP00000454742', 'ENSP00000456229', 'ENSP00000456324', 'ENSP00000458006']"
4817,ENSG00000140092,"['ENSP00000267620', 'ENSP00000345008', 'ENSP00000450787', 'ENSP00000451002', 'ENSP00000451486', 'ENSP00000451982', 'ENSP00000516492', 'ENSP00000516493', 'ENSP00000516494', 'ENSP00000516495', 'ENSP00000516496']"
4818,ENSG00000072401,"['ENSP00000363019', 'ENSP00000479814']"
4819,ENSG00000286219,"['ENSP00000462298', 'ENSP00000498514', 'ENSP00000499085']"
4820,ENSG00000198961,"['ENSP00000354775', 'ENSP00000355284']"
4821,ENSG00000072134,"['ENSP00000261495', 'ENSP00000320543', 'ENSP00000378980', 'ENSP00000378982', 'ENSP00000378988', 'ENSP00000378990', 'ENSP00000459542', 'ENSP00000459678', 'ENSP00000460193', 'ENSP00000462392', 'ENSP00000462426', 'ENSP00000462465', 'ENSP00000462606', 'ENSP00000462958', 'ENSP00000463141', 'ENSP00000463627', 'ENSP00000463769']"
4822,ENSG00000203737,ENSP00000356658
4823,ENSG00000284103,"['ENSP00000491182', 'ENSP00000491292', 'ENSP00000491438', 'ENSP00000491987', 'ENSP00000492533', 'ENSP00000492827']"
4824,ENSG00000051009,"['ENSP00000265978', 'ENSP00000416918', 'ENSP00000431773']"
4825,ENSG00000106302,"['ENSP00000223026', 'ENSP00000417186', 'ENSP00000417872', 'ENSP00000419522', 'ENSP00000420264']"
4826,ENSG00000135457,"['ENSP00000257915', 'ENSP00000447991', 'ENSP00000449280', 'ENSP00000449742', 'ENSP00000509750']"
4827,ENSG00000181481,"['ENSP00000323693', 'ENSP00000328340', 'ENSP00000411965', 'ENSP00000440470', 'ENSP00000464549', 'ENSP00000467799']"
4828,ENSG00000126970,"['ENSP00000338650', 'ENSP00000363972', 'ENSP00000399126', 'ENSP00000515188', 'ENSP00000515190', 'ENSP00000515191', 'ENSP00000515192', 'ENSP00000515193']"
4829,ENSG00000132702,"['ENSP00000255039', 'ENSP00000388835']"
4830,ENSG00000182985,"['ENSP00000329797', 'ENSP00000395359', 'ENSP00000439176', 'ENSP00000439696', 'ENSP00000439817', 'ENSP00000439847', 'ENSP00000440322', 'ENSP00000442001', 'ENSP00000442227', 'ENSP00000442387', 'ENSP00000445375', 'ENSP00000483648', 'ENSP00000484516']"
4831,ENSG00000133056,"['ENSP00000356152', 'ENSP00000356155', 'ENSP00000400561', 'ENSP00000401795', 'ENSP00000409554', 'ENSP00000507222']"
4832,ENSG00000116539,"['ENSP00000357330', 'ENSP00000376204', 'ENSP00000448820', 'ENSP00000449283', 'ENSP00000503202', 'ENSP00000503265', 'ENSP00000503315', 'ENSP00000503440', 'ENSP00000503792', 'ENSP00000503958', 'ENSP00000504026', 'ENSP00000504300', 'ENSP00000504598', 'ENSP00000504629']"
4833,ENSG00000125449,"['ENSP00000245543', 'ENSP00000462642', 'ENSP00000462939', 'ENSP00000462962']"
4834,ENSG00000186187,"['ENSP00000323362', 'ENSP00000335091', 'ENSP00000455601', 'ENSP00000456168', 'ENSP00000457606', 'ENSP00000462910']"
4835,ENSG00000175766,"['ENSP00000323714', 'ENSP00000421009', 'ENSP00000422420', 'ENSP00000427633', 'ENSP00000497422']"
4836,ENSG00000182983,"['ENSP00000329264', 'ENSP00000405047', 'ENSP00000408945']"
4837,ENSG00000205777,"['ENSP00000371119', 'ENSP00000371128']"
4838,ENSG00000124664,"['ENSP00000363149', 'ENSP00000442715']"
4839,ENSG00000145934,"['ENSP00000427874', 'ENSP00000428964', 'ENSP00000429430', 'ENSP00000512238', 'ENSP00000512239', 'ENSP00000512289', 'ENSP00000512290']"
4840,ENSG00000161010,"['ENSP00000292586', 'ENSP00000366130', 'ENSP00000427849', 'ENSP00000428081', 'ENSP00000428460', 'ENSP00000429047', 'ENSP00000429107', 'ENSP00000429427', 'ENSP00000429563', 'ENSP00000429651', 'ENSP00000429835', 'ENSP00000430187', 'ENSP00000430298', 'ENSP00000430766', 'ENSP00000430814', 'ENSP00000431019']"
4841,ENSG00000146047,ENSP00000274764
4842,ENSG00000116218,"['ENSP00000356587', 'ENSP00000356588']"
4843,ENSG00000136883,"['ENSP00000491090', 'ENSP00000491357', 'ENSP00000491702', 'ENSP00000495410', 'ENSP00000510798']"
4844,ENSG00000071677,ENSP00000165524
4845,ENSG00000177576,"['ENSP00000323199', 'ENSP00000462538', 'ENSP00000480941']"
4846,ENSG00000151470,"['ENSP00000281146', 'ENSP00000401090', 'ENSP00000427096', 'ENSP00000427406', 'ENSP00000427431']"
4847,ENSG00000133422,"['ENSP00000215862', 'ENSP00000380763', 'ENSP00000402602', 'ENSP00000502216', 'ENSP00000502691']"
4848,ENSG00000196214,"['ENSP00000409652', 'ENSP00000468950', 'ENSP00000469186', 'ENSP00000471620', 'ENSP00000471965', 'ENSP00000472041', 'ENSP00000472708', 'ENSP00000472743']"
4849,ENSG00000074800,"['ENSP00000234590', 'ENSP00000466406', 'ENSP00000468392', 'ENSP00000494470', 'ENSP00000495530', 'ENSP00000495568', 'ENSP00000495581', 'ENSP00000495805', 'ENSP00000495946', 'ENSP00000496562']"
4850,ENSG00000224041,ENSP00000403672
4851,ENSG00000163734,ENSP00000296026
4852,ENSG00000198547,"['ENSP00000495162', 'ENSP00000495424']"
4853,ENSG00000066813,"['ENSP00000327453', 'ENSP00000390378', 'ENSP00000454247', 'ENSP00000454887', 'ENSP00000454995', 'ENSP00000455137', 'ENSP00000455190', 'ENSP00000455658', 'ENSP00000456369', 'ENSP00000456378', 'ENSP00000457377', 'ENSP00000478316']"
4854,ENSG00000006607,"['ENSP00000264042', 'ENSP00000362384', 'ENSP00000388167', 'ENSP00000393376', 'ENSP00000403437', 'ENSP00000411353', 'ENSP00000412772', 'ENSP00000415474', 'ENSP00000486597']"
4855,ENSG00000056558,"['ENSP00000362994', 'ENSP00000438583', 'ENSP00000443183']"
4856,ENSG00000173442,"['ENSP00000312671', 'ENSP00000431996', 'ENSP00000434693', 'ENSP00000489002']"
4857,ENSG00000141429,"['ENSP00000269195', 'ENSP00000465341', 'ENSP00000465452', 'ENSP00000465699', 'ENSP00000466411']"
4858,ENSG00000051108,"['ENSP00000300302', 'ENSP00000340931', 'ENSP00000369118', 'ENSP00000409555', 'ENSP00000455094', 'ENSP00000455841', 'ENSP00000456384', 'ENSP00000457095', 'ENSP00000457321', 'ENSP00000457955']"
4859,ENSG00000117595,"['ENSP00000355988', 'ENSP00000403855', 'ENSP00000440532', 'ENSP00000496669', 'ENSP00000512427']"
4860,ENSG00000170631,"['ENSP00000276816', 'ENSP00000378369', 'ENSP00000432755', 'ENSP00000434321', 'ENSP00000484504']"
4861,ENSG00000131142,"['ENSP00000253451', 'ENSP00000324756', 'ENSP00000375086', 'ENSP00000401882', 'ENSP00000504875', 'ENSP00000505387', 'ENSP00000505422', 'ENSP00000506202', 'ENSP00000506563']"
4862,ENSG00000106819,"['ENSP00000364693', 'ENSP00000364694', 'ENSP00000498419', 'ENSP00000499088']"
4863,ENSG00000167656,ENSP00000301263
4864,ENSG00000104299,"['ENSP00000398208', 'ENSP00000427789', 'ENSP00000427952', 'ENSP00000428135', 'ENSP00000429065', 'ENSP00000429188', 'ENSP00000429539', 'ENSP00000429691', 'ENSP00000430067', 'ENSP00000430083', 'ENSP00000430943']"
4865,ENSG00000121067,"['ENSP00000240327', 'ENSP00000377001', 'ENSP00000420908', 'ENSP00000420960', 'ENSP00000422609', 'ENSP00000423076', 'ENSP00000423284', 'ENSP00000424119', 'ENSP00000425410', 'ENSP00000425604', 'ENSP00000425905', 'ENSP00000426262', 'ENSP00000426537', 'ENSP00000426986', 'ENSP00000427419', 'ENSP00000499333', 'ENSP00000499367', 'ENSP00000499537', 'ENSP00000499562']"
4866,ENSG00000163792,ENSP00000296096
4867,ENSG00000278780,"['ENSP00000481970', 'ENSP00000485069', 'ENSP00000485210', 'ENSP00000485410', 'ENSP00000487036']"
4868,ENSG00000136943,"['ENSP00000259470', 'ENSP00000445052', 'ENSP00000505001', 'ENSP00000505007', 'ENSP00000505141', 'ENSP00000505355', 'ENSP00000505553', 'ENSP00000505681', 'ENSP00000505759', 'ENSP00000506713']"
4869,ENSG00000155833,"['ENSP00000417674', 'ENSP00000420256', 'ENSP00000478399']"
4870,ENSG00000288145,"['ENSP00000499855', 'ENSP00000499995', 'ENSP00000500228', 'ENSP00000500414', 'ENSP00000500543', 'ENSP00000500624', 'ENSP00000500669', 'ENSP00000500717', 'ENSP00000500847']"
4871,ENSG00000151150,"['ENSP00000280772', 'ENSP00000347436', 'ENSP00000362921', 'ENSP00000362926', 'ENSP00000362933', 'ENSP00000422506', 'ENSP00000422657', 'ENSP00000423057', 'ENSP00000423968', 'ENSP00000425236', 'ENSP00000426011', 'ENSP00000426258', 'ENSP00000426582', 'ENSP00000426690', 'ENSP00000427121', 'ENSP00000477814', 'ENSP00000477827', 'ENSP00000478037', 'ENSP00000479337', 'ENSP00000480249', 'ENSP00000480745', 'ENSP00000481611', 'ENSP00000482307', 'ENSP00000482401', 'ENSP00000483244', 'ENSP00000483483']"
4872,ENSG00000205328,ENSP00000368986
4873,ENSG00000116668,"['ENSP00000356470', 'ENSP00000356471', 'ENSP00000401413']"
4874,ENSG00000122566,"['ENSP00000346694', 'ENSP00000349101', 'ENSP00000354021', 'ENSP00000478691', 'ENSP00000497298', 'ENSP00000503021', 'ENSP00000503047', 'ENSP00000503060', 'ENSP00000503190', 'ENSP00000503236', 'ENSP00000503242', 'ENSP00000503360', 'ENSP00000503375', 'ENSP00000503429', 'ENSP00000503452', 'ENSP00000503460', 'ENSP00000503476', 'ENSP00000503501', 'ENSP00000503514', 'ENSP00000503521', 'ENSP00000503550', 'ENSP00000503703', 'ENSP00000503833', 'ENSP00000503836', 'ENSP00000503870', 'ENSP00000503885', 'ENSP00000503898', 'ENSP00000503915', 'ENSP00000503961', 'ENSP00000503968', 'ENSP00000504023', 'ENSP00000504049', 'ENSP00000504059', 'ENSP00000504100', 'ENSP00000504329', 'ENSP00000504415', 'ENSP00000504439', 'ENSP00000504571', 'ENSP00000504660', 'ENSP00000504721', 'ENSP00000504799', 'ENSP00000504831']"
4875,ENSG00000196998,"['ENSP00000348848', 'ENSP00000356345', 'ENSP00000365543', 'ENSP00000365546', 'ENSP00000365551', 'ENSP00000379913', 'ENSP00000393640', 'ENSP00000397657', 'ENSP00000417211', 'ENSP00000417754', 'ENSP00000418466', 'ENSP00000418919', 'ENSP00000419324', 'ENSP00000419453', 'ENSP00000419897', 'ENSP00000420534', 'ENSP00000420728', 'ENSP00000488972', 'ENSP00000488986', 'ENSP00000489040', 'ENSP00000489080', 'ENSP00000489128', 'ENSP00000489150', 'ENSP00000489268', 'ENSP00000489330', 'ENSP00000489553', 'ENSP00000489561', 'ENSP00000490130', 'ENSP00000490378']"
4876,ENSG00000143376,"['ENSP00000357831', 'ENSP00000357834', 'ENSP00000357836', 'ENSP00000400333', 'ENSP00000493556', 'ENSP00000494331', 'ENSP00000496645', 'ENSP00000496775']"
4877,ENSG00000172671,"['ENSP00000339484', 'ENSP00000363486', 'ENSP00000363491', 'ENSP00000434854', 'ENSP00000477595']"
4878,ENSG00000259823,ENSP00000466070
4879,ENSG00000136193,"['ENSP00000242059', 'ENSP00000386872', 'ENSP00000387052', 'ENSP00000388942', 'ENSP00000406289', 'ENSP00000409068', 'ENSP00000413184', 'ENSP00000414245', 'ENSP00000486034']"
4880,ENSG00000117408,"['ENSP00000361414', 'ENSP00000361418']"
4881,ENSG00000078018,"['ENSP00000199940', 'ENSP00000353508', 'ENSP00000355290', 'ENSP00000376031', 'ENSP00000376032', 'ENSP00000388824', 'ENSP00000392164', 'ENSP00000409969', 'ENSP00000501117', 'ENSP00000507035', 'ENSP00000515868']"
4882,ENSG00000170209,"['ENSP00000306678', 'ENSP00000445810']"
4883,ENSG00000011105,"['ENSP00000011898', 'ENSP00000384488', 'ENSP00000412908', 'ENSP00000444799', 'ENSP00000491848', 'ENSP00000497370']"
4884,ENSG00000122512,"['ENSP00000265849', 'ENSP00000371758', 'ENSP00000493814', 'ENSP00000494497', 'ENSP00000495524', 'ENSP00000496392', 'ENSP00000514464', 'ENSP00000514561', 'ENSP00000514562', 'ENSP00000514563', 'ENSP00000514564', 'ENSP00000514565', 'ENSP00000514566', 'ENSP00000514567', 'ENSP00000514568', 'ENSP00000514569', 'ENSP00000514570', 'ENSP00000514571', 'ENSP00000514572', 'ENSP00000514573', 'ENSP00000514574', 'ENSP00000514575', 'ENSP00000514576', 'ENSP00000514614', 'ENSP00000514615', 'ENSP00000514616', 'ENSP00000514617', 'ENSP00000514618', 'ENSP00000514619', 'ENSP00000514620', 'ENSP00000514621', 'ENSP00000514622', 'ENSP00000514623', 'ENSP00000514624', 'ENSP00000514625', 'ENSP00000514626', 'ENSP00000514627', 'ENSP00000514628', 'ENSP00000514629', 'ENSP00000514630', 'ENSP00000514631', 'ENSP00000514635', 'ENSP00000514636', 'ENSP00000514637', 'ENSP00000514638', 'ENSP00000514684', 'ENSP00000514685', 'ENSP00000514686', 'ENSP00000514687', 'ENSP00000514688', 'ENSP00000514693', 'ENSP00000514694', 'ENSP00000514695', 'ENSP00000514696', 'ENSP00000514706', 'ENSP00000514707', 'ENSP00000514708', 'ENSP00000514709']"
4885,ENSG00000183520,ENSP00000362105
4886,ENSG00000262542,ENSP00000461202
4887,ENSG00000182957,"['ENSP00000343631', 'ENSP00000371527', 'ENSP00000371542', 'ENSP00000382830', 'ENSP00000386471', 'ENSP00000397498', 'ENSP00000398560', 'ENSP00000401605', 'ENSP00000477296', 'ENSP00000477304']"
4888,ENSG00000147050,"['ENSP00000367203', 'ENSP00000372355', 'ENSP00000405910', 'ENSP00000408230', 'ENSP00000437405', 'ENSP00000443078', 'ENSP00000478793', 'ENSP00000483595', 'ENSP00000501752', 'ENSP00000501761', 'ENSP00000501855', 'ENSP00000501919', 'ENSP00000502060', 'ENSP00000502150', 'ENSP00000502255', 'ENSP00000502311', 'ENSP00000502586', 'ENSP00000502660', 'ENSP00000502759', 'ENSP00000507291', 'ENSP00000507416', 'ENSP00000508158', 'ENSP00000508379']"
4889,ENSG00000242580,ENSP00000417961
4890,ENSG00000174106,ENSP00000308369
4891,ENSG00000198168,ENSP00000346130
4892,ENSG00000198670,"['ENSP00000321334', 'ENSP00000395608', 'ENSP00000480589']"
4893,ENSG00000165821,"['ENSP00000396773', 'ENSP00000438493', 'ENSP00000439654', 'ENSP00000440054', 'ENSP00000483202', 'ENSP00000483562', 'ENSP00000484460']"
4894,ENSG00000163082,ENSP00000315137
4895,ENSG00000178732,"['ENSP00000383931', 'ENSP00000509337']"
4896,ENSG00000167491,"['ENSP00000351552', 'ENSP00000353463', 'ENSP00000384899', 'ENSP00000390495', 'ENSP00000403703', 'ENSP00000407293', 'ENSP00000411869', 'ENSP00000414252', 'ENSP00000476500', 'ENSP00000477171', 'ENSP00000508398']"
4897,ENSG00000021645,"['ENSP00000281127', 'ENSP00000338349', 'ENSP00000394426', 'ENSP00000450462', 'ENSP00000450683', 'ENSP00000451393', 'ENSP00000451648', 'ENSP00000451672', 'ENSP00000451754', 'ENSP00000451947', 'ENSP00000488920', 'ENSP00000489551', 'ENSP00000502844', 'ENSP00000504450']"
4898,ENSG00000180901,"['ENSP00000312814', 'ENSP00000364435', 'ENSP00000464630']"
4899,ENSG00000170469,"['ENSP00000302917', 'ENSP00000400524', 'ENSP00000414920', 'ENSP00000423226', 'ENSP00000423424', 'ENSP00000424248', 'ENSP00000426748']"
4900,ENSG00000127529,ENSP00000248072
4901,ENSG00000101752,ENSP00000261537
4902,ENSG00000086159,"['ENSP00000320247', 'ENSP00000449830', 'ENSP00000477688', 'ENSP00000477759']"
4903,ENSG00000081189,"['ENSP00000340874', 'ENSP00000389610', 'ENSP00000396219', 'ENSP00000421925', 'ENSP00000422390', 'ENSP00000423597', 'ENSP00000423656', 'ENSP00000423826', 'ENSP00000424331', 'ENSP00000424606', 'ENSP00000425636', 'ENSP00000426442', 'ENSP00000426465', 'ENSP00000426665', 'ENSP00000427163', 'ENSP00000427286', 'ENSP00000427309', 'ENSP00000485972', 'ENSP00000486490', 'ENSP00000486554', 'ENSP00000486932', 'ENSP00000487157', 'ENSP00000487184', 'ENSP00000487311', 'ENSP00000487430', 'ENSP00000487437', 'ENSP00000487538', 'ENSP00000489865', 'ENSP00000490241', 'ENSP00000490354', 'ENSP00000490473', 'ENSP00000490525', 'ENSP00000490630', 'ENSP00000516755']"
4904,ENSG00000105726,"['ENSP00000291503', 'ENSP00000349877', 'ENSP00000411891']"
4905,ENSG00000088782,ENSP00000371825
4906,ENSG00000171403,"['ENSP00000246662', 'ENSP00000467932']"
4907,ENSG00000140043,"['ENSP00000267568', 'ENSP00000450824', 'ENSP00000450975', 'ENSP00000452280']"
4908,ENSG00000184408,"['ENSP00000333496', 'ENSP00000415463']"
4909,ENSG00000163069,"['ENSP00000370839', 'ENSP00000421235', 'ENSP00000425818']"
4910,ENSG00000134440,"['ENSP00000256854', 'ENSP00000442496', 'ENSP00000464899', 'ENSP00000464988', 'ENSP00000466606', 'ENSP00000466919', 'ENSP00000467421', 'ENSP00000467651']"
4911,ENSG00000152256,"['ENSP00000282077', 'ENSP00000376352', 'ENSP00000386985', 'ENSP00000388366', 'ENSP00000399160', 'ENSP00000399558', 'ENSP00000406608', 'ENSP00000413629']"
4912,ENSG00000173065,"['ENSP00000343115', 'ENSP00000413645', 'ENSP00000462251', 'ENSP00000462419', 'ENSP00000462534', 'ENSP00000462540', 'ENSP00000463278', 'ENSP00000463296', 'ENSP00000463642', 'ENSP00000463753', 'ENSP00000464019', 'ENSP00000464291', 'ENSP00000464299', 'ENSP00000464355']"
4913,ENSG00000151224,"['ENSP00000361287', 'ENSP00000414961']"
4914,ENSG00000125744,"['ENSP00000245923', 'ENSP00000345127', 'ENSP00000398178', 'ENSP00000466619', 'ENSP00000467863', 'ENSP00000468144']"
4915,ENSG00000263956,"['ENSP00000477509', 'ENSP00000477874', 'ENSP00000478618', 'ENSP00000484213', 'ENSP00000507808']"
4916,ENSG00000163527,ENSP00000295770
4917,ENSG00000160710,"['ENSP00000357456', 'ENSP00000357459', 'ENSP00000431794', 'ENSP00000496896', 'ENSP00000497210', 'ENSP00000497386', 'ENSP00000497434', 'ENSP00000497555', 'ENSP00000497790', 'ENSP00000497793', 'ENSP00000497932', 'ENSP00000498137', 'ENSP00000504883', 'ENSP00000505532', 'ENSP00000505887', 'ENSP00000505996', 'ENSP00000506234', 'ENSP00000506312', 'ENSP00000506606', 'ENSP00000506666']"
4918,ENSG00000038219,"['ENSP00000040738', 'ENSP00000420541', 'ENSP00000425492']"
4919,ENSG00000163104,"['ENSP00000346217', 'ENSP00000351947', 'ENSP00000378413', 'ENSP00000415576', 'ENSP00000423286', 'ENSP00000424624']"
4920,ENSG00000177468,ENSP00000356708
4921,ENSG00000172375,"['ENSP00000338885', 'ENSP00000433600', 'ENSP00000497391']"
4922,ENSG00000172840,"['ENSP00000309548', 'ENSP00000455975', 'ENSP00000456171', 'ENSP00000456611', 'ENSP00000457331', 'ENSP00000457951']"
4923,ENSG00000189195,"['ENSP00000343686', 'ENSP00000359404', 'ENSP00000490161', 'ENSP00000490386', 'ENSP00000490913', 'ENSP00000501350']"
4924,ENSG00000117122,"['ENSP00000364684', 'ENSP00000364685']"
4925,ENSG00000070214,"['ENSP00000363852', 'ENSP00000363855', 'ENSP00000363856', 'ENSP00000433072', 'ENSP00000514270', 'ENSP00000514271']"
4926,ENSG00000214943,ENSP00000421557
4927,ENSG00000133794,"['ENSP00000374357', 'ENSP00000384517', 'ENSP00000385581', 'ENSP00000385897', 'ENSP00000385915', 'ENSP00000431488', 'ENSP00000431566', 'ENSP00000433540', 'ENSP00000433571', 'ENSP00000434044', 'ENSP00000434263', 'ENSP00000434781', 'ENSP00000436313', 'ENSP00000436442', 'ENSP00000436721', 'ENSP00000500968', 'ENSP00000500983', 'ENSP00000500988', 'ENSP00000501035', 'ENSP00000501059', 'ENSP00000501106', 'ENSP00000501212']"
4928,ENSG00000164331,"['ENSP00000296785', 'ENSP00000422643']"
4929,ENSG00000115363,"['ENSP00000233712', 'ENSP00000377490', 'ENSP00000386435', 'ENSP00000386835', 'ENSP00000386930', 'ENSP00000388105', 'ENSP00000398249']"
4930,ENSG00000164076,"['ENSP00000296471', 'ENSP00000417614', 'ENSP00000418809', 'ENSP00000419195', 'ENSP00000420000', 'ENSP00000420053', 'ENSP00000420139', 'ENSP00000420724', 'ENSP00000420766', 'ENSP00000484045']"
4931,ENSG00000141337,"['ENSP00000407193', 'ENSP00000413953', 'ENSP00000480910']"
4932,ENSG00000196169,"['ENSP00000374566', 'ENSP00000449134']"
4933,ENSG00000157778,"['ENSP00000252329', 'ENSP00000288607', 'ENSP00000384799']"
4934,ENSG00000161643,ENSP00000502223
4935,ENSG00000197858,"['ENSP00000347206', 'ENSP00000354316', 'ENSP00000431233', 'ENSP00000434485', 'ENSP00000434544', 'ENSP00000435024', 'ENSP00000435119', 'ENSP00000515386', 'ENSP00000515403', 'ENSP00000515404', 'ENSP00000515405', 'ENSP00000515406', 'ENSP00000515409', 'ENSP00000515410', 'ENSP00000515411', 'ENSP00000515412', 'ENSP00000515415', 'ENSP00000515416', 'ENSP00000515424', 'ENSP00000515425', 'ENSP00000515449', 'ENSP00000515450', 'ENSP00000516036', 'ENSP00000516037', 'ENSP00000516039', 'ENSP00000516043', 'ENSP00000516044', 'ENSP00000516045', 'ENSP00000516046', 'ENSP00000516047']"
4936,ENSG00000144744,"['ENSP00000340041', 'ENSP00000354340', 'ENSP00000400294', 'ENSP00000417547', 'ENSP00000419077', 'ENSP00000486366', 'ENSP00000486985']"
