,genes,proteins
2009,ENSMUSG00000004698,"['ENSMUSP00000106443', 'ENSMUSP00000147395', 'ENSMUSP00000147519', 'ENSMUSP00000147755', 'ENSMUSP00000147869', 'ENSMUSP00000147903', 'ENSMUSP00000148007', 'ENSMUSP00000148029', 'ENSMUSP00000148224', 'ENSMUSP00000159253', 'ENSMUSP00000159264']"
2010,ENSMUSG00000041147,"['ENSMUSP00000038576', 'ENSMUSP00000144150', 'ENSMUSP00000144676']"
2011,ENSMUSG00000074369,"['ENSMUSP00000042995', 'ENSMUSP00000133450', 'ENSMUSP00000133793', 'ENSMUSP00000134275']"
2012,ENSMUSG00000047557,ENSMUSP00000060732
2013,ENSMUSG00000090877,ENSMUSP00000133815
2014,ENSMUSG00000037014,ENSMUSP00000105588
2015,ENSMUSG00000045022,ENSMUSP00000053046
2016,ENSMUSG00000079010,ENSMUSP00000105567
2017,ENSMUSG00000068431,"['ENSMUSP00000087273', 'ENSMUSP00000148928', 'ENSMUSP00000150814']"
2018,ENSMUSG00000016933,"['ENSMUSP00000099404', 'ENSMUSP00000105088', 'ENSMUSP00000115181', 'ENSMUSP00000133771', 'ENSMUSP00000134720']"
2019,ENSMUSG00000004788,"['ENSMUSP00000004910', 'ENSMUSP00000122720', 'ENSMUSP00000122954']"
2020,ENSMUSG00000046352,ENSMUSP00000054343
2021,ENSMUSG00000043659,"['ENSMUSP00000056432', 'ENSMUSP00000115126', 'ENSMUSP00000117786']"
2022,ENSMUSG00000040726,"['ENSMUSP00000041999', 'ENSMUSP00000152952']"
2023,ENSMUSG00000029032,"['ENSMUSP00000030898', 'ENSMUSP00000119398', 'ENSMUSP00000121273', 'ENSMUSP00000126296']"
2024,ENSMUSG00000019814,ENSMUSP00000019950
2025,ENSMUSG00000001424,"['ENSMUSP00000001460', 'ENSMUSP00000126382', 'ENSMUSP00000127317', 'ENSMUSP00000128737']"
2026,ENSMUSG00000000384,"['ENSMUSP00000000394', 'ENSMUSP00000114174', 'ENSMUSP00000114256', 'ENSMUSP00000120103', 'ENSMUSP00000123131', 'ENSMUSP00000140835']"
2027,ENSMUSG00000034854,"['ENSMUSP00000036116', 'ENSMUSP00000120259']"
2028,ENSMUSG00000021760,"['ENSMUSP00000022282', 'ENSMUSP00000156385']"
2029,ENSMUSG00000019143,"['ENSMUSP00000019287', 'ENSMUSP00000117231']"
2030,ENSMUSG00000029622,"['ENSMUSP00000082822', 'ENSMUSP00000115022', 'ENSMUSP00000115515', 'ENSMUSP00000122340', 'ENSMUSP00000143438']"
2031,ENSMUSG00000068082,ENSMUSP00000092305
2032,ENSMUSG00000059005,"['ENSMUSP00000088298', 'ENSMUSP00000107592', 'ENSMUSP00000107593', 'ENSMUSP00000107595', 'ENSMUSP00000116125', 'ENSMUSP00000126069']"
2033,ENSMUSG00000111021,"['ENSMUSP00000108572', 'ENSMUSP00000149484', 'ENSMUSP00000149648']"
2034,ENSMUSG00000031241,"['ENSMUSP00000063611', 'ENSMUSP00000112544', 'ENSMUSP00000127321', 'ENSMUSP00000128247', 'ENSMUSP00000133607']"
2035,ENSMUSG00000028197,"['ENSMUSP00000029848', 'ENSMUSP00000119736']"
2036,ENSMUSG00000057280,"['ENSMUSP00000080590', 'ENSMUSP00000081625', 'ENSMUSP00000095665', 'ENSMUSP00000095667', 'ENSMUSP00000099957', 'ENSMUSP00000136696', 'ENSMUSP00000137453']"
2037,ENSMUSG00000020630,"['ENSMUSP00000020959', 'ENSMUSP00000152845']"
2038,ENSMUSG00000029530,"['ENSMUSP00000107081', 'ENSMUSP00000126758', 'ENSMUSP00000127024', 'ENSMUSP00000131782', 'ENSMUSP00000137144']"
2039,ENSMUSG00000041203,ENSMUSP00000044129
2040,ENSMUSG00000026063,ENSMUSP00000127665
2041,ENSMUSG00000096584,"['ENSMUSP00000077246', 'ENSMUSP00000149114']"
2042,ENSMUSG00000005950,"['ENSMUSP00000006104', 'ENSMUSP00000118448', 'ENSMUSP00000121834']"
2043,ENSMUSG00000061983,"['ENSMUSP00000073581', 'ENSMUSP00000151271', 'ENSMUSP00000151305', 'ENSMUSP00000151586', 'ENSMUSP00000151838']"
2044,ENSMUSG00000005800,ENSMUSP00000018765
2045,ENSMUSG00000037034,"['ENSMUSP00000105594', 'ENSMUSP00000119667']"
2046,ENSMUSG00000027363,"['ENSMUSP00000028841', 'ENSMUSP00000106046']"
2047,ENSMUSG00000050035,"['ENSMUSP00000050054', 'ENSMUSP00000150570']"
2048,ENSMUSG00000021051,"['ENSMUSP00000021447', 'ENSMUSP00000151427', 'ENSMUSP00000151624', 'ENSMUSP00000151905']"
2049,ENSMUSG00000024400,"['ENSMUSP00000025264', 'ENSMUSP00000080936', 'ENSMUSP00000157157', 'ENSMUSP00000157238']"
2050,ENSMUSG00000002763,ENSMUSP00000002840
2051,ENSMUSG00000010608,"['ENSMUSP00000048470', 'ENSMUSP00000138410', 'ENSMUSP00000138416', 'ENSMUSP00000138565', 'ENSMUSP00000138572', 'ENSMUSP00000138573', 'ENSMUSP00000138625', 'ENSMUSP00000138665', 'ENSMUSP00000138669']"
2052,ENSMUSG00000054310,"['ENSMUSP00000067691', 'ENSMUSP00000133496', 'ENSMUSP00000133504', 'ENSMUSP00000134043', 'ENSMUSP00000134688', 'ENSMUSP00000138010']"
2053,ENSMUSG00000059845,ENSMUSP00000098043
2054,ENSMUSG00000044646,"['ENSMUSP00000057856', 'ENSMUSP00000126808', 'ENSMUSP00000157716']"
2055,ENSMUSG00000032315,"['ENSMUSP00000034865', 'ENSMUSP00000150277']"
2056,ENSMUSG00000028524,"['ENSMUSP00000063712', 'ENSMUSP00000072301', 'ENSMUSP00000079553', 'ENSMUSP00000102495', 'ENSMUSP00000115075', 'ENSMUSP00000122556', 'ENSMUSP00000139337']"
2057,ENSMUSG00000026797,"['ENSMUSP00000052440', 'ENSMUSP00000089051', 'ENSMUSP00000146437']"
2058,ENSMUSG00000021012,"['ENSMUSP00000021399', 'ENSMUSP00000055879', 'ENSMUSP00000105731', 'ENSMUSP00000105732', 'ENSMUSP00000152382', 'ENSMUSP00000152746', 'ENSMUSP00000152816', 'ENSMUSP00000152841']"
2059,ENSMUSG00000002486,"['ENSMUSP00000092009', 'ENSMUSP00000119890']"
2060,ENSMUSG00000051346,ENSMUSP00000054731
2061,ENSMUSG00000029838,"['ENSMUSP00000099073', 'ENSMUSP00000144184']"
2062,ENSMUSG00000027111,"['ENSMUSP00000028522', 'ENSMUSP00000107729', 'ENSMUSP00000118086', 'ENSMUSP00000158895']"
2063,ENSMUSG00000031865,"['ENSMUSP00000076623', 'ENSMUSP00000109540', 'ENSMUSP00000109546', 'ENSMUSP00000109551', 'ENSMUSP00000109552', 'ENSMUSP00000115838', 'ENSMUSP00000121538']"
2064,ENSMUSG00000022471,"['ENSMUSP00000068559', 'ENSMUSP00000097968', 'ENSMUSP00000127927', 'ENSMUSP00000129628', 'ENSMUSP00000131212', 'ENSMUSP00000155606']"
2065,ENSMUSG00000052301,"['ENSMUSP00000070119', 'ENSMUSP00000117376', 'ENSMUSP00000118143', 'ENSMUSP00000119779', 'ENSMUSP00000123143', 'ENSMUSP00000123483', 'ENSMUSP00000135114', 'ENSMUSP00000145630']"
2066,ENSMUSG00000031782,"['ENSMUSP00000034234', 'ENSMUSP00000124695', 'ENSMUSP00000148339']"
2067,ENSMUSG00000020620,"['ENSMUSP00000020948', 'ENSMUSP00000102280']"
2068,ENSMUSG00000020859,"['ENSMUSP00000024979', 'ENSMUSP00000042271', 'ENSMUSP00000075115', 'ENSMUSP00000090452', 'ENSMUSP00000099457', 'ENSMUSP00000115864', 'ENSMUSP00000117502', 'ENSMUSP00000118850']"
2069,ENSMUSG00000012123,"['ENSMUSP00000114099', 'ENSMUSP00000122303', 'ENSMUSP00000123349', 'ENSMUSP00000152001', 'ENSMUSP00000154159']"
2070,ENSMUSG00000078719,ENSMUSP00000103516
2071,ENSMUSG00000059288,"['ENSMUSP00000074707', 'ENSMUSP00000131784', 'ENSMUSP00000153274']"
2072,ENSMUSG00000022601,ENSMUSP00000056923
2073,ENSMUSG00000032609,"['ENSMUSP00000035232', 'ENSMUSP00000141453', 'ENSMUSP00000141558', 'ENSMUSP00000142325']"
2074,ENSMUSG00000073555,ENSMUSP00000031549
2075,ENSMUSG00000075427,ENSMUSP00000132237
2076,ENSMUSG00000004105,"['ENSMUSP00000004208', 'ENSMUSP00000142084']"
2077,ENSMUSG00000115791,"['ENSMUSP00000089314', 'ENSMUSP00000154137', 'ENSMUSP00000154563']"
2078,ENSMUSG00000037278,ENSMUSP00000099532
2079,ENSMUSG00000044258,"['ENSMUSP00000021880', 'ENSMUSP00000152927']"
2080,ENSMUSG00000071493,"['ENSMUSP00000128942', 'ENSMUSP00000153904']"
2081,ENSMUSG00000028676,"['ENSMUSP00000095455', 'ENSMUSP00000099603', 'ENSMUSP00000101479', 'ENSMUSP00000114564']"
2082,ENSMUSG00000022283,"['ENSMUSP00000001809', 'ENSMUSP00000117063', 'ENSMUSP00000154430']"
2083,ENSMUSG00000014303,"['ENSMUSP00000014447', 'ENSMUSP00000115728']"
2084,ENSMUSG00000020250,"['ENSMUSP00000020484', 'ENSMUSP00000151409', 'ENSMUSP00000151629', 'ENSMUSP00000151825', 'ENSMUSP00000152046']"
2085,ENSMUSG00000033769,"['ENSMUSP00000124512', 'ENSMUSP00000125312']"
2086,ENSMUSG00000040943,"['ENSMUSP00000096203', 'ENSMUSP00000143029', 'ENSMUSP00000143468', 'ENSMUSP00000143619']"
2087,ENSMUSG00000026426,"['ENSMUSP00000027684', 'ENSMUSP00000121545']"
2088,ENSMUSG00000031939,"['ENSMUSP00000034415', 'ENSMUSP00000129141', 'ENSMUSP00000149377', 'ENSMUSP00000149380', 'ENSMUSP00000150356', 'ENSMUSP00000150491', 'ENSMUSP00000150723', 'ENSMUSP00000150890', 'ENSMUSP00000150937']"
2089,ENSMUSG00000030366,"['ENSMUSP00000032520', 'ENSMUSP00000104123', 'ENSMUSP00000104127']"
2090,ENSMUSG00000031160,ENSMUSP00000033500
2091,ENSMUSG00000096289,"['ENSMUSP00000073811', 'ENSMUSP00000146646', 'ENSMUSP00000149111', 'ENSMUSP00000150019', 'ENSMUSP00000150640', 'ENSMUSP00000150779']"
2092,ENSMUSG00000035891,"['ENSMUSP00000038203', 'ENSMUSP00000119472']"
2093,ENSMUSG00000039193,"['ENSMUSP00000059637', 'ENSMUSP00000156704', 'ENSMUSP00000157167']"
2094,ENSMUSG00000022433,"['ENSMUSP00000113096', 'ENSMUSP00000113341', 'ENSMUSP00000113975', 'ENSMUSP00000115637', 'ENSMUSP00000116593', 'ENSMUSP00000122135', 'ENSMUSP00000155186', 'ENSMUSP00000155317', 'ENSMUSP00000155731', 'ENSMUSP00000159272']"
2095,ENSMUSG00000029480,"['ENSMUSP00000131734', 'ENSMUSP00000143474', 'ENSMUSP00000143479']"
2096,ENSMUSG00000026675,"['ENSMUSP00000027989', 'ENSMUSP00000106985']"
2097,ENSMUSG00000047161,"['ENSMUSP00000049975', 'ENSMUSP00000121484']"
2098,ENSMUSG00000043670,"['ENSMUSP00000055605', 'ENSMUSP00000120173']"
2099,ENSMUSG00000022589,"['ENSMUSP00000131503', 'ENSMUSP00000158954']"
2100,ENSMUSG00000019916,"['ENSMUSP00000009789', 'ENSMUSP00000090170', 'ENSMUSP00000101106']"
2101,ENSMUSG00000089992,ENSMUSP00000131163
2102,ENSMUSG00000034173,"['ENSMUSP00000044533', 'ENSMUSP00000116455']"
2103,ENSMUSG00000033227,ENSMUSP00000006716
2104,ENSMUSG00000028986,"['ENSMUSP00000030841', 'ENSMUSP00000129461', 'ENSMUSP00000143000']"
2105,ENSMUSG00000021795,ENSMUSP00000076383
2106,ENSMUSG00000003949,"['ENSMUSP00000004051', 'ENSMUSP00000135463']"
2107,ENSMUSG00000057443,"['ENSMUSP00000071767', 'ENSMUSP00000133698', 'ENSMUSP00000133828']"
2108,ENSMUSG00000045087,ENSMUSP00000113843
2109,ENSMUSG00000038279,"['ENSMUSP00000047123', 'ENSMUSP00000145333']"
2110,ENSMUSG00000029146,"['ENSMUSP00000031029', 'ENSMUSP00000144168', 'ENSMUSP00000144504', 'ENSMUSP00000144643', 'ENSMUSP00000144688']"
2111,ENSMUSG00000073967,"['ENSMUSP00000095821', 'ENSMUSP00000150621']"
2112,ENSMUSG00000015748,"['ENSMUSP00000015892', 'ENSMUSP00000124302', 'ENSMUSP00000124444', 'ENSMUSP00000124950']"
2113,ENSMUSG00000041247,ENSMUSP00000080556
2114,ENSMUSG00000031934,"['ENSMUSP00000053557', 'ENSMUSP00000126405', 'ENSMUSP00000132764']"
2115,ENSMUSG00000037339,"['ENSMUSP00000045539', 'ENSMUSP00000069521', 'ENSMUSP00000070770', 'ENSMUSP00000117350', 'ENSMUSP00000118139', 'ENSMUSP00000120786', 'ENSMUSP00000121667']"
2116,ENSMUSG00000045337,ENSMUSP00000053932
2117,ENSMUSG00000078576,ENSMUSP00000101873
2118,ENSMUSG00000022040,"['ENSMUSP00000069209', 'ENSMUSP00000152894', 'ENSMUSP00000153161']"
2119,ENSMUSG00000036856,ENSMUSP00000036580
2120,ENSMUSG00000007950,ENSMUSP00000008094
2121,ENSMUSG00000110086,ENSMUSP00000147916
2122,ENSMUSG00000099541,"['ENSMUSP00000140532', 'ENSMUSP00000159659']"
2123,ENSMUSG00000029439,"['ENSMUSP00000062413', 'ENSMUSP00000142464', 'ENSMUSP00000143351', 'ENSMUSP00000143640']"
2124,ENSMUSG00000030110,"['ENSMUSP00000032201', 'ENSMUSP00000086169']"
2125,ENSMUSG00000045538,ENSMUSP00000058950
2126,ENSMUSG00000061549,ENSMUSP00000133780
2127,ENSMUSG00000061878,"['ENSMUSP00000064743', 'ENSMUSP00000067865', 'ENSMUSP00000097775', 'ENSMUSP00000101994', 'ENSMUSP00000101995', 'ENSMUSP00000101996', 'ENSMUSP00000114622', 'ENSMUSP00000114819', 'ENSMUSP00000116055', 'ENSMUSP00000121064', 'ENSMUSP00000121219', 'ENSMUSP00000131010']"
2128,ENSMUSG00000054766,"['ENSMUSP00000070002', 'ENSMUSP00000099930', 'ENSMUSP00000114557', 'ENSMUSP00000119824']"
2129,ENSMUSG00000021090,"['ENSMUSP00000124394', 'ENSMUSP00000124602', 'ENSMUSP00000152125', 'ENSMUSP00000152689']"
2130,ENSMUSG00000075588,ENSMUSP00000098092
2131,ENSMUSG00000028946,"['ENSMUSP00000092006', 'ENSMUSP00000151815']"
2132,ENSMUSG00000041907,"['ENSMUSP00000110409', 'ENSMUSP00000135986']"
2133,ENSMUSG00000029102,"['ENSMUSP00000030985', 'ENSMUSP00000144344', 'ENSMUSP00000144402']"
2134,ENSMUSG00000047757,"['ENSMUSP00000051402', 'ENSMUSP00000128141']"
2135,ENSMUSG00000059842,"['ENSMUSP00000080596', 'ENSMUSP00000105324', 'ENSMUSP00000117383']"
2136,ENSMUSG00000046774,"['ENSMUSP00000130455', 'ENSMUSP00000133189']"
2137,ENSMUSG00000038503,"['ENSMUSP00000091768', 'ENSMUSP00000114218', 'ENSMUSP00000115696']"
2138,ENSMUSG00000097886,"['ENSMUSP00000137895', 'ENSMUSP00000145865']"
2139,ENSMUSG00000094985,ENSMUSP00000136304
2140,ENSMUSG00000053398,"['ENSMUSP00000064755', 'ENSMUSP00000117525']"
2141,ENSMUSG00000000085,"['ENSMUSP00000000087', 'ENSMUSP00000069813', 'ENSMUSP00000101905', 'ENSMUSP00000101908', 'ENSMUSP00000115343', 'ENSMUSP00000120950']"
2142,ENSMUSG00000041445,"['ENSMUSP00000107539', 'ENSMUSP00000153972']"
2143,ENSMUSG00000018470,ENSMUSP00000018614
2144,ENSMUSG00000061984,"['ENSMUSP00000113118', 'ENSMUSP00000123649']"
2145,ENSMUSG00000068399,ENSMUSP00000125409
2146,ENSMUSG00000081984,ENSMUSP00000112703
2147,ENSMUSG00000073598,ENSMUSP00000095222
2148,ENSMUSG00000094307,ENSMUSP00000100632
2149,ENSMUSG00000042498,"['ENSMUSP00000046045', 'ENSMUSP00000108653']"
2150,ENSMUSG00000033943,"['ENSMUSP00000043795', 'ENSMUSP00000078853', 'ENSMUSP00000106400', 'ENSMUSP00000106401', 'ENSMUSP00000119044']"
2151,ENSMUSG00000021339,ENSMUSP00000021772
2152,ENSMUSG00000036923,"['ENSMUSP00000114348', 'ENSMUSP00000114652', 'ENSMUSP00000116180']"
2153,ENSMUSG00000024208,"['ENSMUSP00000025045', 'ENSMUSP00000113747', 'ENSMUSP00000113777']"
2154,ENSMUSG00000004952,"['ENSMUSP00000037869', 'ENSMUSP00000098136', 'ENSMUSP00000118929', 'ENSMUSP00000120203']"
2155,ENSMUSG00000055114,ENSMUSP00000159441
2156,ENSMUSG00000044056,"['ENSMUSP00000060205', 'ENSMUSP00000105002']"
2157,ENSMUSG00000020387,"['ENSMUSP00000020655', 'ENSMUSP00000104718', 'ENSMUSP00000104719']"
2158,ENSMUSG00000022103,"['ENSMUSP00000022699', 'ENSMUSP00000153937', 'ENSMUSP00000154391']"
2159,ENSMUSG00000024238,"['ENSMUSP00000025081', 'ENSMUSP00000124395', 'ENSMUSP00000124507', 'ENSMUSP00000124815', 'ENSMUSP00000135125', 'ENSMUSP00000157056']"
2160,ENSMUSG00000002748,ENSMUSP00000002825
2161,ENSMUSG00000060170,ENSMUSP00000075241
2162,ENSMUSG00000035057,ENSMUSP00000041629
2163,ENSMUSG00000031601,"['ENSMUSP00000034012', 'ENSMUSP00000117304', 'ENSMUSP00000119319', 'ENSMUSP00000122933']"
2164,ENSMUSG00000039158,ENSMUSP00000041614
2165,ENSMUSG00000071660,"['ENSMUSP00000085413', 'ENSMUSP00000094513', 'ENSMUSP00000120656']"
2166,ENSMUSG00000027400,"['ENSMUSP00000028883', 'ENSMUSP00000114534']"
2167,ENSMUSG00000024105,ENSMUSP00000024914
2168,ENSMUSG00000049036,ENSMUSP00000055994
2169,ENSMUSG00000032047,ENSMUSP00000034547
2170,ENSMUSG00000006818,"['ENSMUSP00000007012', 'ENSMUSP00000156792', 'ENSMUSP00000156844']"
2171,ENSMUSG00000060098,"['ENSMUSP00000071521', 'ENSMUSP00000104919', 'ENSMUSP00000104920', 'ENSMUSP00000119992']"
2172,ENSMUSG00000096417,ENSMUSP00000100413
2173,ENSMUSG00000078597,ENSMUSP00000092487
2174,ENSMUSG00000039246,ENSMUSP00000048229
2175,ENSMUSG00000060487,ENSMUSP00000097648
2176,ENSMUSG00000090486,ENSMUSP00000132488
2177,ENSMUSG00000063129,ENSMUSP00000079022
2178,ENSMUSG00000044966,"['ENSMUSP00000057901', 'ENSMUSP00000105263']"
2179,ENSMUSG00000004996,"['ENSMUSP00000005122', 'ENSMUSP00000117115', 'ENSMUSP00000122623']"
2180,ENSMUSG00000074457,"['ENSMUSP00000096509', 'ENSMUSP00000096510', 'ENSMUSP00000102954', 'ENSMUSP00000102956', 'ENSMUSP00000102957', 'ENSMUSP00000102958', 'ENSMUSP00000119168']"
2181,ENSMUSG00000054252,"['ENSMUSP00000070998', 'ENSMUSP00000085122', 'ENSMUSP00000110053', 'ENSMUSP00000119941', 'ENSMUSP00000130856', 'ENSMUSP00000131845', 'ENSMUSP00000133064', 'ENSMUSP00000143797', 'ENSMUSP00000143936', 'ENSMUSP00000143945', 'ENSMUSP00000143963', 'ENSMUSP00000144104', 'ENSMUSP00000144379']"
2182,ENSMUSG00000037217,"['ENSMUSP00000080568', 'ENSMUSP00000111002']"
2183,ENSMUSG00000005907,"['ENSMUSP00000006061', 'ENSMUSP00000113304', 'ENSMUSP00000116474', 'ENSMUSP00000116645', 'ENSMUSP00000121813', 'ENSMUSP00000142620']"
2184,ENSMUSG00000049605,"['ENSMUSP00000052418', 'ENSMUSP00000150427']"
2185,ENSMUSG00000097982,ENSMUSP00000138687
2186,ENSMUSG00000079357,"['ENSMUSP00000158967', 'ENSMUSP00000159083', 'ENSMUSP00000159145']"
2187,ENSMUSG00000041986,"['ENSMUSP00000046191', 'ENSMUSP00000129082']"
2188,ENSMUSG00000040204,ENSMUSP00000038877
2189,ENSMUSG00000079286,ENSMUSP00000107693
2190,ENSMUSG00000007564,"['ENSMUSP00000007708', 'ENSMUSP00000133334', 'ENSMUSP00000133778']"
2191,ENSMUSG00000074206,"['ENSMUSP00000148627', 'ENSMUSP00000148703']"
2192,ENSMUSG00000038020,ENSMUSP00000103103
2193,ENSMUSG00000029621,"['ENSMUSP00000031625', 'ENSMUSP00000114421', 'ENSMUSP00000143026']"
2194,ENSMUSG00000037697,"['ENSMUSP00000050088', 'ENSMUSP00000084577', 'ENSMUSP00000107459', 'ENSMUSP00000118848', 'ENSMUSP00000121837', 'ENSMUSP00000133358', 'ENSMUSP00000154065']"
2195,ENSMUSG00000020125,ENSMUSP00000038925
2196,ENSMUSG00000022683,"['ENSMUSP00000023364', 'ENSMUSP00000111474']"
2197,ENSMUSG00000075074,"['ENSMUSP00000097352', 'ENSMUSP00000107148', 'ENSMUSP00000149507']"
2198,ENSMUSG00000038400,"['ENSMUSP00000039950', 'ENSMUSP00000115534']"
2199,ENSMUSG00000093938,ENSMUSP00000136153
2200,ENSMUSG00000076474,ENSMUSP00000100091
2201,ENSMUSG00000067599,"['ENSMUSP00000032286', 'ENSMUSP00000037917', 'ENSMUSP00000085326', 'ENSMUSP00000107644']"
2202,ENSMUSG00000030990,"['ENSMUSP00000033292', 'ENSMUSP00000113261', 'ENSMUSP00000113574', 'ENSMUSP00000114016', 'ENSMUSP00000114853', 'ENSMUSP00000115590', 'ENSMUSP00000116858', 'ENSMUSP00000117450', 'ENSMUSP00000118677', 'ENSMUSP00000119683', 'ENSMUSP00000119692', 'ENSMUSP00000121521', 'ENSMUSP00000121988', 'ENSMUSP00000122482', 'ENSMUSP00000123444', 'ENSMUSP00000123523', 'ENSMUSP00000123570']"
2203,ENSMUSG00000039539,"['ENSMUSP00000113912', 'ENSMUSP00000117250']"
2204,ENSMUSG00000022261,ENSMUSP00000022871
2205,ENSMUSG00000071645,ENSMUSP00000093958
2206,ENSMUSG00000027409,"['ENSMUSP00000028898', 'ENSMUSP00000105910', 'ENSMUSP00000140511']"
2207,ENSMUSG00000018171,"['ENSMUSP00000018315', 'ENSMUSP00000118302']"
2208,ENSMUSG00000027777,"['ENSMUSP00000029346', 'ENSMUSP00000126443', 'ENSMUSP00000129152', 'ENSMUSP00000138207', 'ENSMUSP00000138241', 'ENSMUSP00000138245', 'ENSMUSP00000142090']"
2209,ENSMUSG00000024580,"['ENSMUSP00000053440', 'ENSMUSP00000158353']"
2210,ENSMUSG00000048970,ENSMUSP00000059224
2211,ENSMUSG00000086545,ENSMUSP00000147537
2212,ENSMUSG00000030751,"['ENSMUSP00000033008', 'ENSMUSP00000147815']"
2213,ENSMUSG00000037239,ENSMUSP00000046216
2214,ENSMUSG00000017697,ENSMUSP00000017841
2215,ENSMUSG00000024012,"['ENSMUSP00000093077', 'ENSMUSP00000113021', 'ENSMUSP00000115027', 'ENSMUSP00000157010', 'ENSMUSP00000157035', 'ENSMUSP00000157094', 'ENSMUSP00000157218', 'ENSMUSP00000157224', 'ENSMUSP00000157288', 'ENSMUSP00000157364']"
2216,ENSMUSG00000046593,"['ENSMUSP00000052129', 'ENSMUSP00000136595']"
2217,ENSMUSG00000025008,"['ENSMUSP00000025981', 'ENSMUSP00000121760', 'ENSMUSP00000123461']"
2218,ENSMUSG00000009097,"['ENSMUSP00000009241', 'ENSMUSP00000155894', 'ENSMUSP00000156061', 'ENSMUSP00000156125']"
2219,ENSMUSG00000024298,"['ENSMUSP00000050501', 'ENSMUSP00000127178']"
2220,ENSMUSG00000118402,ENSMUSP00000158732
2221,ENSMUSG00000029925,"['ENSMUSP00000003017', 'ENSMUSP00000124640', 'ENSMUSP00000125406']"
2222,ENSMUSG00000045466,"['ENSMUSP00000098989', 'ENSMUSP00000114227']"
2223,ENSMUSG00000020923,"['ENSMUSP00000006754', 'ENSMUSP00000078539', 'ENSMUSP00000102732', 'ENSMUSP00000102734', 'ENSMUSP00000102736', 'ENSMUSP00000102740', 'ENSMUSP00000131930', 'ENSMUSP00000133611', 'ENSMUSP00000133844', 'ENSMUSP00000134665', 'ENSMUSP00000136310']"
2224,ENSMUSG00000022824,"['ENSMUSP00000023520', 'ENSMUSP00000110696']"
2225,ENSMUSG00000064213,ENSMUSP00000079376
2226,ENSMUSG00000020332,ENSMUSP00000091745
2227,ENSMUSG00000076473,ENSMUSP00000100090
2228,ENSMUSG00000022208,"['ENSMUSP00000022819', 'ENSMUSP00000121893']"
2229,ENSMUSG00000022878,"['ENSMUSP00000023593', 'ENSMUSP00000126793']"
2230,ENSMUSG00000063305,"['ENSMUSP00000075973', 'ENSMUSP00000104122']"
2231,ENSMUSG00000067148,"['ENSMUSP00000084252', 'ENSMUSP00000116998', 'ENSMUSP00000122026', 'ENSMUSP00000133597', 'ENSMUSP00000133861']"
2232,ENSMUSG00000004296,"['ENSMUSP00000099860', 'ENSMUSP00000125867']"
2233,ENSMUSG00000000544,"['ENSMUSP00000060147', 'ENSMUSP00000125903', 'ENSMUSP00000132753']"
2234,ENSMUSG00000042659,"['ENSMUSP00000044578', 'ENSMUSP00000112962']"
2235,ENSMUSG00000063253,"['ENSMUSP00000080221', 'ENSMUSP00000128210', 'ENSMUSP00000148577', 'ENSMUSP00000148647', 'ENSMUSP00000148753', 'ENSMUSP00000148829']"
2236,ENSMUSG00000076580,"['ENSMUSP00000100182', 'ENSMUSP00000142998']"
2237,ENSMUSG00000067561,"['ENSMUSP00000085206', 'ENSMUSP00000085209', 'ENSMUSP00000113033']"
2238,ENSMUSG00000005057,"['ENSMUSP00000005188', 'ENSMUSP00000142398', 'ENSMUSP00000142515', 'ENSMUSP00000142728']"
2239,ENSMUSG00000114456,ENSMUSP00000153277
2240,ENSMUSG00000021494,"['ENSMUSP00000021956', 'ENSMUSP00000153348']"
2241,ENSMUSG00000027827,"['ENSMUSP00000047480', 'ENSMUSP00000158882', 'ENSMUSP00000159000']"
2242,ENSMUSG00000035992,"['ENSMUSP00000049026', 'ENSMUSP00000121399']"
2243,ENSMUSG00000046962,"['ENSMUSP00000052127', 'ENSMUSP00000068283', 'ENSMUSP00000109363', 'ENSMUSP00000156033', 'ENSMUSP00000156042', 'ENSMUSP00000156159']"
2244,ENSMUSG00000059555,"['ENSMUSP00000080548', 'ENSMUSP00000141641', 'ENSMUSP00000142048']"
2245,ENSMUSG00000022781,ENSMUSP00000023467
2246,ENSMUSG00000045291,"['ENSMUSP00000060726', 'ENSMUSP00000144858', 'ENSMUSP00000145343']"
2247,ENSMUSG00000050558,"['ENSMUSP00000056659', 'ENSMUSP00000105784', 'ENSMUSP00000105785', 'ENSMUSP00000115564', 'ENSMUSP00000124526']"
2248,ENSMUSG00000031990,ENSMUSP00000034472
2249,ENSMUSG00000069292,"['ENSMUSP00000089326', 'ENSMUSP00000153918', 'ENSMUSP00000153996', 'ENSMUSP00000154112']"
2250,ENSMUSG00000037455,"['ENSMUSP00000112634', 'ENSMUSP00000116940', 'ENSMUSP00000121289', 'ENSMUSP00000123468', 'ENSMUSP00000137431']"
2251,ENSMUSG00000030842,"['ENSMUSP00000033131', 'ENSMUSP00000141774']"
2252,ENSMUSG00000040729,"['ENSMUSP00000042904', 'ENSMUSP00000158638']"
2253,ENSMUSG00000001445,"['ENSMUSP00000001485', 'ENSMUSP00000103244']"
2254,ENSMUSG00000022684,"['ENSMUSP00000023365', 'ENSMUSP00000063371', 'ENSMUSP00000115585']"
2255,ENSMUSG00000053641,"['ENSMUSP00000037915', 'ENSMUSP00000150918']"
2256,ENSMUSG00000011254,"['ENSMUSP00000011398', 'ENSMUSP00000104877']"
